source_sector,target_sector,source_variable,target_variable,lag,n_obs,f_stat,p_value,df_denom,df_num,status,error_message
ConsumerStaples,SteelMaterials,sent_ConsumerStaples,sent_SteelMaterials,4,270,0.6817137383652663,0.6051933750862406,257.0,4,ok,
ConsumerStaples,SteelMaterials,sent_ConsumerStaples,sent_SteelMaterials,5,270,0.583412800592185,0.7127011455198111,254.0,5,ok,
ConsumerStaples,Technology,sent_ConsumerStaples,sent_Technology,1,270,0.21449657329044033,0.6436443230366571,266.0,1,ok,
ConsumerStaples,Technology,sent_ConsumerStaples,sent_Technology,2,270,1.4712104528548355,0.23153101527078154,263.0,2,ok,
ConsumerStaples,Technology,sent_ConsumerStaples,sent_Technology,3,270,0.9784502542862903,0.4034122863583932,260.0,3,ok,
ConsumerStaples,Technology,sent_ConsumerStaples,sent_Technology,4,270,1.1382644686655519,0.33892300289161315,257.0,4,ok,
ConsumerStaples,Technology,sent_ConsumerStaples,sent_Technology,5,270,0.7747001552708771,0.5687363139754386,254.0,5,ok,
ConsumerStaples,ConsumerDiscretionary,sent_ConsumerStaples,sent_ConsumerDiscretionary,1,270,11.034386755806306,0.0010197146500730567,266.0,1,ok,
ConsumerStaples,ConsumerDiscretionary,sent_ConsumerStaples,sent_ConsumerDiscretionary,2,270,7.113339178054013,0.0009803374884286872,263.0,2,ok,
ConsumerStaples,ConsumerDiscretionary,sent_ConsumerStaples,sent_ConsumerDiscretionary,3,270,4.040343422925298,0.007843332274524528,260.0,3,ok,
ConsumerStaples,ConsumerDiscretionary,sent_ConsumerStaples,sent_ConsumerDiscretionary,4,270,3.29570953709664,0.011746466423702128,257.0,4,ok,
ConsumerStaples,ConsumerDiscretionary,sent_ConsumerStaples,sent_ConsumerDiscretionary,5,270,2.9687844180326803,0.01266962531312909,254.0,5,ok,
ConsumerStaples,Energy,sent_ConsumerStaples,sent_Energy,1,270,0.00032310064563182566,0.9856722719520533,266.0,1,ok,
ConsumerStaples,Energy,sent_ConsumerStaples,sent_Energy,2,270,0.25418719002017276,0.7757369203406712,263.0,2,ok,
ConsumerStaples,Energy,sent_ConsumerStaples,sent_Energy,3,270,0.6021645297648774,0.6141298488266025,260.0,3,ok,
ConsumerStaples,Energy,sent_ConsumerStaples,sent_Energy,4,270,0.4768671405442298,0.7527118880314992,257.0,4,ok,
ConsumerStaples,Energy,sent_ConsumerStaples,sent_Energy,5,270,0.476463910121334,0.7936794686282865,254.0,5,ok,
ConsumerStaples,IndustrialLogistics,sent_ConsumerStaples,sent_IndustrialLogistics,1,270,0.5789472794921684,0.44739921604374694,266.0,1,ok,
ConsumerStaples,IndustrialLogistics,sent_ConsumerStaples,sent_IndustrialLogistics,2,270,0.10217888197496143,0.9029038544442304,263.0,2,ok,
ConsumerStaples,IndustrialLogistics,sent_ConsumerStaples,sent_IndustrialLogistics,3,270,0.25545109691349743,0.8574154298269434,260.0,3,ok,
